Method,CT_max,CT_used,Budget,Cap,TTT,Gap,Feasible
SORB,14400,14400,0.25,0.5,1210379.0018100622,0.0,True
SORB,14400,14400,0.25,0.25,1243757.6784121362,0.0,True
SORB,14400,14400,0.5,0.5,1210114.1249288283,0.003929202467272985,True
SORB,14400,14400,0.5,0.25,1243919.6608445896,0.0,True
SORB,14400,14400,0.75,0.5,1210119.4042422022,0.0,True
SORB,14400,14400,0.75,0.25,1243926.1790738413,0.0,True
